date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:59:51	23063/23063	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2025%20Sep%202024%2000:26:44%20GMT	http://andreaazzola.com/WebResource.axd?d=60NHLgyriwaIxDY49sOyJoosR85E_8EBoHPuH8apHmhoztdyjrJJME7wLHYxt8bRE-HOjc8KEQA4Pz_NLHZK8iRlcBxoEIxqlKSNzP9Hs9E1&t=638628208040000000	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/WebResourcebd7d.js	(from http://andreaazzola.com/)
18:59:51	26954/26954	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2018%20Jun%202025%2015:11:42%20GMT	http://andreaazzola.com/ScriptResource.axd?d=2CR6ki1th7q4t6Y-4h70c_FHdhDF-na1jzn6LpnU1MSRHPySmTlk2OYyuOyEcEdLAR2f75mxOhtnv8dyCn78AbyvF1FmRXoxXAyFvJs1SnNAc9VfT8AkLpL-El_mOWKV6esRdEU1mbg1rq9eGwyRfGZAuPwUUP1qolkfBsTX-xk1&t=6df849d2	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/ScriptResource09fd.js	(from http://andreaazzola.com/)
18:59:53	319867/319867	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2018%20Jun%202025%2015:11:42%20GMT	http://andreaazzola.com/ScriptResource.axd?d=XULVbsHDVLbz9U3XY3dNKjYVBPt4c7R_ZktYDXJ_Zx60ieLv6An0Xzl7Het_9Fy_In_smVeI0Pc5dONA2asvRZmieVw760RSqHbmH_l_5Q4sIABLtCdHnEzDVopo4mx-B6Nhb0lQqfEWhVQEekgZzma5IrR8LZvhzThsTn2RU2LpvBIciybh5-6AFlNDeyN00&t=b990ecd	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/ScriptResource3c0a.js	(from http://andreaazzola.com/)
18:59:53	101390/101390	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2018%20Jun%202025%2015:11:42%20GMT	http://andreaazzola.com/ScriptResource.axd?d=lNE7WyNZxdgCabFQylFyEpxCnJY-ewkkPbvG_2F8V6j0wOEy85gWtvBe-NUxW11DkjzDBEEZLqx_BeVKW7WhiWwGZN6Hcq3c9JoecT8S-ZBzXrunzISICFVPY0pdk_z1o2_TZ7mat0ahtKkBATtk5K3gXCBFYrdSp5VITKX_GzHbDuyUGj1daO73xD_aD5JuOHEeG7LchY_7JlSH7YupYg2&t=b990ecd	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/ScriptResource7bd5.js	(from http://andreaazzola.com/)
18:59:54	20004/20004	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:47%20GMT	http://andreaazzola.com/contact	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/contact.html	(from http://andreaazzola.com/)
18:59:55	1062/1062	---M--	200	added ('OK')	image/svg+xml	etag:%2208d167fca9ad01:0%22	http://andreaazzola.com/images/social/twitter.svg	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/images/social/twitter.svg	(from http://andreaazzola.com/)
18:59:56	833/833	---M--	200	added ('OK')	image/svg+xml	etag:%220ba4780ca9ad01:0%22	http://andreaazzola.com/images/social/linkedin.svg	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/images/social/linkedin.svg	(from http://andreaazzola.com/)
18:59:56	725/725	---M--	200	added ('OK')	image/svg+xml	etag:%2208d167fca9ad01:0%22	http://andreaazzola.com/images/social/facebook.svg	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/images/social/facebook.svg	(from http://andreaazzola.com/)
18:59:57	1096/1096	---M--	200	added ('OK')	image/svg+xml	etag:%220ba4780ca9ad01:0%22	http://andreaazzola.com/images/social/pinterest.svg	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/images/social/pinterest.svg	(from http://andreaazzola.com/)
18:59:57	1109/1109	---M--	200	added ('OK')	image/svg+xml	etag:%220ba4780ca9ad01:0%22	http://andreaazzola.com/images/social/instagram.svg	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/images/social/instagram.svg	(from http://andreaazzola.com/)
18:59:58	19931/19931	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:50%20GMT	http://andreaazzola.com/category	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category.html	(from http://andreaazzola.com/)
18:59:58	18388/18388	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:50%20GMT	http://andreaazzola.com/about/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/about/index.html	(from http://andreaazzola.com/)
18:59:59	70715/70715	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:51%20GMT	http://andreaazzola.com/articles/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/articles/index.html	(from http://andreaazzola.com/)
18:59:59	30022/30022	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:51%20GMT	http://andreaazzola.com/books/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/books/index.html	(from http://andreaazzola.com/)
18:59:59	737/737	---M-Z	200	added ('OK')	application/x-javascript	etag:%22081a7faa235d01:0%22	http://andreaazzola.com/Scripts/async.js	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/Scripts/async.js	(from http://andreaazzola.com/)
19:00:00	20010/20010	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:53%20GMT	http://andreaazzola.com/contact/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/contact/index.html	(from http://andreaazzola.com/)
19:00:00	80840/80840	---M--	200	added ('OK')	image/png	etag:%22f69bf44df2fcd71:0%22	http://andreaazzola.com/images/AndreaAzzola_Website200x200.png	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/images/AndreaAzzola_Website200x200.png	(from http://andreaazzola.com/)
19:00:01	6194/6194	---M-Z	200	added ('OK')	application/x-javascript	etag:%2207cc8ba4e53d01:0%22	http://andreaazzola.com/Scripts/cookiechoices.js	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/Scripts/cookiechoices.js	(from http://andreaazzola.com/)
19:00:01	16822/16822	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:54%20GMT	http://andreaazzola.com/login/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/login/index.html	(from http://andreaazzola.com/)
19:00:01	16457/16457	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:54%20GMT	http://andreaazzola.com/category/books/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/books/index.html	(from http://andreaazzola.com/)
19:00:02	16530/16530	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:54%20GMT	http://andreaazzola.com/category/decision-fatigue/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/decision-fatigue/index.html	(from http://andreaazzola.com/)
19:00:02	16539/16539	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:55%20GMT	http://andreaazzola.com/category/diet/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/diet/index.html	(from http://andreaazzola.com/)
19:00:03	17055/17055	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:55%20GMT	http://andreaazzola.com/category/extreme-saving/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/extreme-saving/index.html	(from http://andreaazzola.com/)
19:00:03	16682/16682	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:55%20GMT	http://andreaazzola.com/category/finance/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/finance/index.html	(from http://andreaazzola.com/)
19:00:03	17573/17573	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:55%20GMT	http://andreaazzola.com/category/financial-independence/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/financial-independence/index.html	(from http://andreaazzola.com/)
19:00:04	16970/16970	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:56%20GMT	http://andreaazzola.com/category/fitness/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/fitness/index.html	(from http://andreaazzola.com/)
19:00:04	16470/16470	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:57%20GMT	http://andreaazzola.com/category/gears/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/gears/index.html	(from http://andreaazzola.com/)
19:00:04	16520/16520	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:57%20GMT	http://andreaazzola.com/category/goal-setting/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/goal-setting/index.html	(from http://andreaazzola.com/)
19:00:05	16522/16522	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:57%20GMT	http://andreaazzola.com/category/geo-arbitrage/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/geo-arbitrage/index.html	(from http://andreaazzola.com/)
19:00:05	16553/16553	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:57%20GMT	http://andreaazzola.com/category/nutrition/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/nutrition/index.html	(from http://andreaazzola.com/)
19:00:06	16546/16546	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:58%20GMT	http://andreaazzola.com/category/personal-branding/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/personal-branding/index.html	(from http://andreaazzola.com/)
19:00:06	19097/19097	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2016:59:58%20GMT	http://andreaazzola.com/category/personal-development/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/personal-development/index.html	(from http://andreaazzola.com/)
19:00:07	17382/17382	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:00%20GMT	http://andreaazzola.com/category/productivity/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/productivity/index.html	(from http://andreaazzola.com/)
19:00:07	16125/16125	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:00%20GMT	http://andreaazzola.com/category/time-management/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/time-management/index.html	(from http://andreaazzola.com/)
19:00:08	16774/16774	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Jul%202025%2017:00:01%20GMT	http://andreaazzola.com/POST	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/POST.17.delayed	(from http://andreaazzola.com/WebResource.axd?d=60NHLgyriwaIxDY49sOyJoosR85E_8EBoHPuH8apHmhoztdyjrJJME7wLHYxt8bRE-HOjc8KEQA4Pz_NLHZK8iRlcBxoEIxqlKSNzP9Hs9E1&t=638628208040000000)
19:00:10	16780/16780	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Jul%202025%2017:00:02%20GMT	http://andreaazzola.com/Firefox/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/Firefox/index.html	(from http://andreaazzola.com/ScriptResource.axd?d=XULVbsHDVLbz9U3XY3dNKjYVBPt4c7R_ZktYDXJ_Zx60ieLv6An0Xzl7Het_9Fy_In_smVeI0Pc5dONA2asvRZmieVw760RSqHbmH_l_5Q4sIABLtCdHnEzDVopo4mx-B6Nhb0lQqfEWhVQEekgZzma5IrR8LZvhzThsTn2RU2LpvBIciybh5-6AFlNDeyN00&t=b990ecd)
19:00:10	16780/16780	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Jul%202025%2017:00:02%20GMT	http://andreaazzola.com/AppleWebKit/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/AppleWebKit/index.html	(from http://andreaazzola.com/ScriptResource.axd?d=XULVbsHDVLbz9U3XY3dNKjYVBPt4c7R_ZktYDXJ_Zx60ieLv6An0Xzl7Het_9Fy_In_smVeI0Pc5dONA2asvRZmieVw760RSqHbmH_l_5Q4sIABLtCdHnEzDVopo4mx-B6Nhb0lQqfEWhVQEekgZzma5IrR8LZvhzThsTn2RU2LpvBIciybh5-6AFlNDeyN00&t=b990ecd)
19:00:10	16780/16780	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Jul%202025%2017:00:04%20GMT	http://andreaazzola.com/Opera/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/Opera/index.html	(from http://andreaazzola.com/ScriptResource.axd?d=XULVbsHDVLbz9U3XY3dNKjYVBPt4c7R_ZktYDXJ_Zx60ieLv6An0Xzl7Het_9Fy_In_smVeI0Pc5dONA2asvRZmieVw760RSqHbmH_l_5Q4sIABLtCdHnEzDVopo4mx-B6Nhb0lQqfEWhVQEekgZzma5IrR8LZvhzThsTn2RU2LpvBIciybh5-6AFlNDeyN00&t=b990ecd)
19:00:11	16774/16774	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Jul%202025%2017:00:04%20GMT	http://andreaazzola.com/MicrosoftAjaxWebForms.js	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/MicrosoftAjaxWebForms.18.delayed	(from http://andreaazzola.com/ScriptResource.axd?d=lNE7WyNZxdgCabFQylFyEpxCnJY-ewkkPbvG_2F8V6j0wOEy85gWtvBe-NUxW11DkjzDBEEZLqx_BeVKW7WhiWwGZN6Hcq3c9JoecT8S-ZBzXrunzISICFVPY0pdk_z1o2_TZ7mat0ahtKkBATtk5K3gXCBFYrdSp5VITKX_GzHbDuyUGj1daO73xD_aD5JuOHEeG7LchY_7JlSH7YupYg2&t=b990ecd)
19:00:12	16774/16774	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Jul%202025%2017:00:05%20GMT	http://andreaazzola.com/MicrosoftAjaxSerialization.js	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/MicrosoftAjaxSerialization.19.delayed	(from http://andreaazzola.com/ScriptResource.axd?d=lNE7WyNZxdgCabFQylFyEpxCnJY-ewkkPbvG_2F8V6j0wOEy85gWtvBe-NUxW11DkjzDBEEZLqx_BeVKW7WhiWwGZN6Hcq3c9JoecT8S-ZBzXrunzISICFVPY0pdk_z1o2_TZ7mat0ahtKkBATtk5K3gXCBFYrdSp5VITKX_GzHbDuyUGj1daO73xD_aD5JuOHEeG7LchY_7JlSH7YupYg2&t=b990ecd)
19:00:13	16774/16774	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Jul%202025%2017:00:06%20GMT	http://andreaazzola.com/MicrosoftAjaxNetwork.js	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/MicrosoftAjaxNetwork.1a.delayed	(from http://andreaazzola.com/ScriptResource.axd?d=lNE7WyNZxdgCabFQylFyEpxCnJY-ewkkPbvG_2F8V6j0wOEy85gWtvBe-NUxW11DkjzDBEEZLqx_BeVKW7WhiWwGZN6Hcq3c9JoecT8S-ZBzXrunzISICFVPY0pdk_z1o2_TZ7mat0ahtKkBATtk5K3gXCBFYrdSp5VITKX_GzHbDuyUGj1daO73xD_aD5JuOHEeG7LchY_7JlSH7YupYg2&t=b990ecd)
19:00:14	45164/45164	---M--	200	added ('OK')	image/png	etag:%2260aa8c1c4cfdd71:0%22	http://andreaazzola.com/App_Themes/Ichigo/languages.png	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/App_Themes/Ichigo/languages.png	(from http://andreaazzola.com/App_Themes/Ichigo/languages.min.css)
19:00:15	31880/31880	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:08%20GMT	http://andreaazzola.com/saving-traditional-wet-shaving/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/saving-traditional-wet-shaving/index.html	(from http://andreaazzola.com/articles/)
19:00:16	28591/28591	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:08%20GMT	http://andreaazzola.com/review-10x-rule-grant-cardone/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/review-10x-rule-grant-cardone/index.html	(from http://andreaazzola.com/articles/)
19:00:17	28602/28602	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:09%20GMT	http://andreaazzola.com/downsizing-home-and-earn-time-money/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/downsizing-home-and-earn-time-money/index.html	(from http://andreaazzola.com/articles/)
19:00:17	31338/31338	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:09%20GMT	http://andreaazzola.com/robo-advisor-digital-portfolio-investing/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/robo-advisor-digital-portfolio-investing/index.html	(from http://andreaazzola.com/articles/)
19:00:18	33863/33863	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:10%20GMT	http://andreaazzola.com/meal-prep-pouches-quick-easy/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/meal-prep-pouches-quick-easy/index.html	(from http://andreaazzola.com/articles/)
19:00:19	38856/38856	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:12%20GMT	http://andreaazzola.com/intermittent-fasting-diet-benefits/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/intermittent-fasting-diet-benefits/index.html	(from http://andreaazzola.com/articles/)
19:00:21	218176/218176	---MCZ	200	added ('OK')	text/xml	date:Wed,%2002%20Jul%202025%2016:59:53%20GMT	http://andreaazzola.com/feed/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/feed/index.html	(from http://andreaazzola.com/)
19:00:22	24846/24846	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:15%20GMT	http://andreaazzola.com/what-is-geo-arbitrage/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/what-is-geo-arbitrage/index.html	(from http://andreaazzola.com/articles/)
19:00:22	34485/34485	---M--	200	added ('OK')	image/png	etag:%2201b94103b2cd21:0%22	http://andreaazzola.com/images/books/essentialism-disciplined-pursuit-greg-mckeown_150.png	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/images/books/essentialism-disciplined-pursuit-greg-mckeown_150.png	(from http://andreaazzola.com/books/)
19:00:24	32161/32161	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:16%20GMT	http://andreaazzola.com/goal-blindness-goalodicy/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/goal-blindness-goalodicy/index.html	(from http://andreaazzola.com/articles/)
19:00:26	40875/40875	---M--	200	added ('OK')	image/png	etag:%22764d673b3b2cd21:0%22	http://andreaazzola.com/images/books/job-free-achieve-financial-freedom_150.png	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/images/books/job-free-achieve-financial-freedom_150.png	(from http://andreaazzola.com/books/)
19:00:27	27035/27035	---M--	200	added ('OK')	image/png	etag:%2252ebee513b2cd21:0%22	http://andreaazzola.com/images/books/happiness-advantage-principles-psychology-performance-ebook_150.png	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/images/books/happiness-advantage-principles-psychology-performance-ebook_150.png	(from http://andreaazzola.com/books/)
19:00:27	27933/27933	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:20%20GMT	http://andreaazzola.com/waking-up-early-get-things-done/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/waking-up-early-get-things-done/index.html	(from http://andreaazzola.com/articles/)
19:00:28	16451/16451	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:20%20GMT	http://andreaazzola.com/category/books	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/category/books.html	(from http://andreaazzola.com/books/)
19:00:28	58511/58511	---M--	200	added ('OK')	image/png	etag:%225d4d8a243b2cd21:0%22	http://andreaazzola.com/images/books/how-win-friends-influence-people_150.png	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/images/books/how-win-friends-influence-people_150.png	(from http://andreaazzola.com/books/)
19:00:28	28265/28265	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:20%20GMT	http://andreaazzola.com/path-to-financial-independence/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/path-to-financial-independence/index.html	(from http://andreaazzola.com/articles/)
19:00:29	31367/31367	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:22%20GMT	http://andreaazzola.com/getupandcode-podcast-review/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/getupandcode-podcast-review/index.html	(from http://andreaazzola.com/articles/)
19:00:30	31819/31819	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:22%20GMT	http://andreaazzola.com/aspnet-vnext-mac-os-omnisharp-kulture/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/aspnet-vnext-mac-os-omnisharp-kulture/index.html	(from http://andreaazzola.com/articles/)
19:00:30	25807/25807	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:22%20GMT	http://andreaazzola.com/luck-surface-area/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/luck-surface-area/index.html	(from http://andreaazzola.com/articles/)
19:00:31	38236/38236	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:23%20GMT	http://andreaazzola.com/ergodox-ergonomic-keyboard-review/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/ergodox-ergonomic-keyboard-review/index.html	(from http://andreaazzola.com/articles/)
19:00:32	30280/30280	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:23%20GMT	http://andreaazzola.com/personal-branding-introduction/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/personal-branding-introduction/index.html	(from http://andreaazzola.com/articles/)
19:00:32	32284/32284	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:25%20GMT	http://andreaazzola.com/logging-nlog-sqlite/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/logging-nlog-sqlite/index.html	(from http://andreaazzola.com/articles/)
19:00:33	35946/35946	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:25%20GMT	http://andreaazzola.com/review-filco-majestouch2-tenkeyless-ninja/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/review-filco-majestouch2-tenkeyless-ninja/index.html	(from http://andreaazzola.com/articles/)
19:00:34	27748/27748	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20Jul%202025%2017:00:26%20GMT	http://andreaazzola.com/mavensmate-unable-github-windows/	C:/Users/andre/Downloads/My%20Websites/Andrea%20Azzola/andreaazzola.com/mavensmate-unable-github-windows/index.html	(from http://andreaazzola.com/articles/)
